# algorithm2: 按需三模冗余 + 功能路内同源通信副本。
# 正常模式带宽默认只统计 comm_id=0/1 的功能路；故障模式带宽统计全量功能路。

[scheme_summary]
scheme	normal_bandwidth_utilization	fault_bandwidth_utilization	total_added_signal_copies	schedulable
algorithm2	0.523506	0.523506	62	1

[cluster_summary]
code	route_count	p_function_fault	p_threshold
627310569	3	5.21805e-15	1
904285308	3	4.88498e-15	1

[route_summary]
code	comm_id	level	type	src_ecu	dst_ecu	period_ms	deadline_ms	signal_instance_count	added_signal_copies	p_comm_fault	p_threshold	max_wcrt_ms
106606146	0	0	0	4	1	20	20	1	0	3.96e-08	1	1.7804
109305538	0	0	0	3	4	50	50	1	0	3.96e-08	1	3.448
131191557	0	0	0	3	4	100	100	1	0	4.36e-08	1	4.45
150008389	0	0	0	1	4	20	20	1	0	3.96e-08	1	1.9408
228523049	0	0	0	3	4	20	20	1	0	4.16e-08	1	2.3804
250529172	0	0	0	2	1	2	2	1	0	3.96e-08	1	0.1804
277860819	0	0	0	2	0	20	20	1	0	4.16e-08	1	1.616
293948492	0	0	0	0	1	10	10	1	0	4.16e-08	1	0.6376
294000755	0	0	0	4	1	1000	1000	1	0	3.96e-08	1	4.8856
318280796	0	0	0	3	1	20	20	1	0	4.16e-08	1	1.412
319419472	0	0	0	3	0	10	10	1	0	4.36e-08	1	0.8436
387229271	0	0	0	4	3	100	100	1	0	3.96e-08	1	3.3688
396952203	0	0	0	0	4	20	20	1	0	4.16e-08	1	2.6064
400799953	0	0	0	0	4	10	10	1	0	4.16e-08	1	2.6064
406007865	0	0	0	3	0	10	10	1	0	4.36e-08	1	0.8436
408724641	0	0	0	1	0	20	20	1	0	3.96e-08	1	1.4516
464014652	0	0	0	4	3	20	20	1	0	4.16e-08	1	1.6576
476717859	0	0	0	4	1	10	10	1	0	4.16e-08	1	1.822
509286032	0	0	0	2	0	1	1	1	0	3.96e-08	1	0.2596
518397843	0	0	0	3	0	10	10	1	0	4.36e-08	1	0.8436
519322812	0	0	0	4	3	50	50	1	0	3.96e-08	1	3.3688
546621314	0	0	0	3	4	20	20	1	0	4.16e-08	1	2.3804
591080722	0	0	0	2	1	2	2	1	0	3.96e-08	1	0.3388
594084072	0	0	0	1	0	1	1	1	0	3.96e-08	1	0.22
627310569	0	0	1	2	4	10	10	1	0	4.16e-08	1	2.5232
627310569	1	0	2	3	4	10	10	1	0	4.16e-08	1	2.3804
627310569	2	0	2	0	4	10	10	1	0	4.16e-08	1	2.6064
684083983	0	0	0	3	0	100	100	1	0	3.96e-08	1	3.8104
726295545	0	0	0	0	2	20	20	1	0	4.16e-08	1	0.8852
748477874	0	0	0	1	0	100	100	1	0	3.96e-08	1	3.7708
766827143	0	0	0	0	2	50	50	1	0	3.96e-08	1	3.2896
767807202	0	0	0	1	4	20	20	1	0	3.96e-08	1	1.9408
801030254	0	0	0	0	2	100	100	1	0	3.96e-08	1	3.2896
827543720	0	0	0	0	2	20	20	1	0	4.16e-08	1	0.8852
836935876	0	0	0	2	1	1	1	1	0	3.96e-08	1	0.1804
854759611	0	0	0	1	2	100	100	1	0	4.16e-08	1	3.5332
866350570	0	0	0	3	2	100	100	1	0	3.96e-08	1	4.4064
880560806	0	0	0	3	0	100	100	1	0	3.96e-08	1	3.8104
901799424	0	0	0	2	4	10	10	1	0	4.16e-08	1	2.5232
904285308	0	0	1	2	1	5	5	1	0	3.96e-08	1	0.5168
904285308	1	0	2	0	1	5	5	1	0	4.16e-08	1	0.6376
904285308	2	0	2	4	1	5	5	1	0	3.96e-08	1	0.6772
971429946	0	0	0	3	4	100	100	1	0	4.36e-08	1	4.45
1007784046	0	0	0	2	0	20	20	1	0	3.96e-08	1	2.8044
1022957872	0	0	0	4	1	20	20	1	0	4.16e-08	1	1.822
1026226728	0	0	0	1	3	100	100	1	0	3.96e-08	1	4.3668
1138065792	0	0	0	0	2	20	20	1	0	4.16e-08	1	0.8852
1171349047	0	0	0	1	4	50	50	1	0	4.36e-08	1	3.4916
1236050172	0	0	0	3	1	10	10	1	0	4.16e-08	1	1.412
1242157975	0	0	0	3	4	10	10	1	0	3.96e-08	1	2.42
1249876648	0	0	0	3	1	10	10	1	0	3.96e-08	1	1.3704
1299766368	0	0	0	3	0	10	10	1	0	3.96e-08	1	1.5744
1304448576	0	0	0	2	1	100	100	1	0	3.96e-08	1	3.6916
1351175526	0	0	0	4	3	10	10	1	0	4.16e-08	1	1.6576
1354385865	0	0	0	1	4	100	100	1	0	4.36e-08	1	3.4916
1365296168	0	0	0	0	1	5	5	1	0	4.16e-08	1	0.6376
1367798863	0	0	0	2	0	20	20	1	0	4.16e-08	1	1.616
1380230927	0	0	0	1	2	2	2	1	0	4.16e-08	1	0.1012
1413873153	0	0	0	1	0	20	20	1	0	4.16e-08	1	1.4932
1414910729	0	0	0	3	0	20	20	1	0	3.96e-08	1	1.5744
1445037519	0	0	0	1	0	20	20	1	0	3.96e-08	1	1.4516
1477991539	0	0	0	4	3	20	20	1	0	4.16e-08	1	1.6576
1486372918	0	0	0	2	4	20	20	1	0	6.16e-08	1	2.4816
1514081461	0	0	0	2	0	1	1	1	0	3.96e-08	1	0.2596
1565277774	0	0	0	4	0	10	10	1	0	4.16e-08	1	0.9664
1629779880	0	0	0	4	2	10	10	1	0	4.16e-08	1	1.2892
1634876096	0	0	0	1	0	2	2	1	0	3.96e-08	1	0.22
1654974104	0	0	0	0	2	20	20	1	0	4.16e-08	1	0.8852
1699694346	0	0	0	1	0	2	2	1	0	3.96e-08	1	0.22
1710567383	0	0	0	1	2	100	100	1	0	4.16e-08	1	3.5332
1711454593	0	0	0	2	1	100	100	1	0	3.96e-08	1	3.7312
1715855286	0	0	0	4	1	50	50	1	0	3.96e-08	1	3.4084
1735809062	0	0	0	4	2	10	10	1	0	4.16e-08	1	1.008
1752510742	0	0	0	2	0	1	1	1	0	3.96e-08	1	0.2596
1765184460	0	0	0	2	1	1	1	1	0	3.96e-08	1	0.1804
1782194709	0	0	0	2	4	10	10	1	0	6.16e-08	1	2.4816
1803280226	0	0	0	2	1	10	10	1	0	4.16e-08	1	1.3308
1804736884	0	0	0	0	3	10	10	1	0	4.16e-08	1	1.6992
1805982643	0	0	0	3	1	20	20	1	0	3.96e-08	1	1.3704
1824521868	0	0	0	0	2	20	20	1	0	4.16e-08	1	0.8852
1831086541	0	0	0	1	2	100	100	1	0	4.16e-08	1	3.5332
1851601388	0	0	0	1	3	100	100	1	0	3.96e-08	1	4.3668
1879425117	0	0	0	0	2	1	1	1	0	3.96e-08	1	0.1408
1886675991	0	0	0	4	0	10	10	1	0	4.16e-08	1	0.9664
1896253552	0	0	0	1	2	100	100	1	0	4.16e-08	1	3.5332
1900143684	0	0	0	0	1	100	100	1	0	3.96e-08	1	3.8896
1905541369	0	0	0	4	0	10	10	1	0	3.96e-08	1	0.9248
1929877645	0	0	0	3	4	10	10	1	0	3.96e-08	1	2.42
1937986654	0	0	0	0	4	20	20	1	0	4.16e-08	1	2.5648
1942795092	0	0	0	0	1	20	20	1	0	4.16e-08	1	2.8856
2010030964	0	0	0	0	3	10	10	1	0	4.16e-08	1	1.5348
2013070410	0	0	0	1	2	10	10	1	0	3.96e-08	1	0.3584
2014527141	0	0	0	4	3	10	10	1	0	4.16e-08	1	1.6576
2018090049	0	0	0	2	4	10	10	1	0	4.16e-08	1	2.5232
2019804409	0	0	0	0	4	100	100	1	0	3.96e-08	1	4.5292
2022221121	0	0	0	4	0	100	100	1	0	3.96e-08	1	3.6124
2057426479	0	0	0	1	3	20	20	1	0	3.96e-08	1	1.9012
2079929923	0	0	0	4	1	10	10	1	0	4.16e-08	1	1.822
2095306678	0	0	0	3	1	20	20	1	0	4.16e-08	1	1.412
2106068404	0	0	0	2	3	10	10	1	0	4.16e-08	1	0.7584
2114121105	0	0	0	3	4	10	10	1	0	4.16e-08	1	2.3804
2158305652	0	0	0	2	0	10	10	1	0	4.16e-08	1	1.616
2165055877	0	0	0	0	3	100	100	1	0	3.96e-08	1	3.9688
2204460951	0	0	0	2	0	20	20	1	0	4.16e-08	1	1.616
2222169003	0	0	0	3	2	100	100	1	0	3.96e-08	1	3.652
2242481275	0	0	0	1	0	100	100	1	0	3.96e-08	1	3.7708
2278180317	0	0	0	1	3	100	100	1	0	3.96e-08	1	4.3668
2281144853	0	0	0	2	0	5	5	1	0	3.96e-08	1	0.5564
2283689033	0	0	0	1	2	100	100	1	0	4.16e-08	1	3.5332
2294663989	0	0	0	1	0	1000	1000	1	0	3.96e-08	1	4.7668
2417797500	0	0	0	1	4	100	100	1	0	4.36e-08	1	3.4916
2424392458	0	0	0	2	3	20	20	1	0	4.16e-08	1	0.8
2430664854	0	0	0	3	4	10	10	1	0	3.96e-08	1	2.42
2463219099	0	0	0	4	3	100	100	1	0	3.96e-08	1	3.3688
2484803182	0	0	0	3	2	10	10	1	0	3.96e-08	1	1.9804
2495894253	0	0	0	0	1	20	20	1	0	4.16e-08	1	2.8856
2507541484	0	0	0	0	3	1000	1000	1	0	3.96e-08	1	4.846
2513021432	0	0	0	2	3	100	100	1	0	3.96e-08	1	3.0104
2528186269	0	0	0	0	3	20	20	1	0	4.16e-08	1	1.7408
2542342536	0	0	0	4	0	100	100	1	0	3.96e-08	1	3.6124
2617641263	0	0	0	4	1	20	20	1	0	4.16e-08	1	1.822
2620701887	0	0	0	0	2	10	10	1	0	3.96e-08	1	0.4376
2638409861	0	0	0	2	0	10	10	1	0	3.96e-08	1	0.596
2657179305	0	0	0	1	2	100	100	1	0	4.16e-08	1	3.5332
2691819380	0	0	0	0	4	1000	1000	1	0	3.96e-08	1	5.642
2711836198	0	0	0	3	2	100	100	1	0	3.96e-08	1	3.652
2715828202	0	0	0	4	2	10	10	1	0	4.16e-08	1	1.2892
2742074374	0	0	0	0	2	100	100	1	0	3.96e-08	1	3.3292
2747385633	0	0	0	4	1	10	10	1	0	3.96e-08	1	0.6772
2766424585	0	0	0	0	3	10	10	1	0	4.16e-08	1	1.6992
2808703438	0	0	0	4	1	100	100	1	0	3.96e-08	1	3.5728
2845015553	0	0	0	2	3	20	20	1	0	4.16e-08	1	0.7584
2856075595	0	0	0	4	2	10	10	1	0	4.16e-08	1	1.2892
2891579887	0	0	0	1	0	20	20	1	0	4.16e-08	1	1.4932
2891698372	0	0	0	0	4	20	20	1	0	4.16e-08	1	2.6064
2995249302	0	0	0	1	2	100	100	1	0	4.16e-08	1	3.5332
3004365994	0	0	0	4	2	10	10	1	0	4.16e-08	1	1.008
3007097306	0	0	0	2	0	100	100	1	0	3.96e-08	1	3.85
3009411108	0	0	0	1	2	2	2	1	0	4.16e-08	1	0.1012
3010809874	0	0	0	2	1	20	20	1	0	4.16e-08	1	1.3308
3074991811	0	0	0	2	4	10	10	1	0	6.16e-08	1	2.4816
3095652560	0	0	0	3	2	20	20	1	0	3.96e-08	1	2.02
3100848962	0	0	0	0	1	10	10	1	0	4.16e-08	1	0.6376
3121250325	0	0	0	0	4	20	20	1	0	4.16e-08	1	2.6064
3124271464	0	0	0	0	3	10	10	1	0	4.16e-08	1	1.7408
3139780527	0	0	0	0	1	10	10	1	0	4.16e-08	1	0.6376
3177648830	0	0	0	3	2	100	100	1	0	3.96e-08	1	4.4064
3183134398	0	0	0	2	1	20	20	1	0	3.96e-08	1	2.7648
3226231995	0	0	0	2	3	50	50	1	0	3.96e-08	1	3.0104
3240681659	0	0	0	3	2	20	20	1	0	3.96e-08	1	2.9708
3243172715	0	0	0	4	3	20	20	1	0	3.96e-08	1	2.844
3257042480	0	0	0	2	1	20	20	1	0	4.16e-08	1	1.3308
3274100636	0	0	0	1	0	1	1	1	0	3.96e-08	1	0.22
3293105281	0	0	0	1	0	20	20	1	0	4.16e-08	1	1.4932
3311893079	0	0	0	2	3	20	20	1	0	4.16e-08	1	0.7584
3342701266	0	0	0	2	0	10	10	1	0	3.96e-08	1	0.5564
3408605394	0	0	0	0	3	10	10	1	0	4.16e-08	1	1.7408
3437074414	0	0	0	4	3	1000	1000	1	0	3.96e-08	1	4.8064
3486614233	0	0	0	0	1	20	20	1	0	4.16e-08	1	2.8856
3500992107	0	0	0	0	1	100	100	1	0	3.96e-08	1	3.9292
3512865393	0	0	0	0	1	20	20	1	0	4.16e-08	1	2.8856
3545077392	0	0	0	1	4	20	20	1	0	3.96e-08	1	2.646
3549932127	0	0	0	0	2	10	10	1	0	4.16e-08	1	0.8852
3561954930	0	0	0	4	1	20	20	1	0	3.96e-08	1	1.7804
3573364692	0	0	0	4	3	10	10	1	0	4.16e-08	1	1.6576
3574901676	0	0	0	0	2	5	5	1	0	3.96e-08	1	0.4772
3619916983	0	0	0	4	0	100	100	1	0	3.96e-08	1	3.6124
3639717999	0	0	0	0	2	100	100	1	0	3.96e-08	1	3.2896
3677709098	0	0	0	2	3	10	10	1	0	4.16e-08	1	0.8
3684816361	0	0	0	2	1	10	10	1	0	3.96e-08	1	0.5168
3695928441	0	0	0	4	0	20	20	1	0	4.16e-08	1	0.9664
3723123109	0	0	0	1	3	10	10	1	0	3.96e-08	1	1.9012
3741481964	0	0	0	2	1	20	20	1	0	3.96e-08	1	2.7648
3758163844	0	0	0	3	4	20	20	1	0	4.16e-08	1	2.3804
3770516376	0	0	0	0	2	20	20	1	0	3.96e-08	1	2.6856
3826656461	0	0	0	0	4	1000	1000	1	0	3.96e-08	1	5.642
3854523446	0	0	0	4	1	100	100	1	0	3.96e-08	1	3.4084
3869546001	0	0	0	1	2	10	10	1	0	3.96e-08	1	0.3584
3886531722	0	0	0	1	0	1	1	1	0	3.96e-08	1	0.22
3900962867	0	0	0	2	4	20	20	1	0	4.16e-08	1	2.5232
3958724721	0	0	0	2	4	1000	1000	1	0	3.96e-08	1	5.0044
3983631663	0	0	0	1	2	20	20	1	0	3.96e-08	1	2.7252
4005565282	0	0	0	0	4	20	20	1	0	4.16e-08	1	2.6064
4028215569	0	0	0	2	3	20	20	1	0	4.16e-08	1	0.7584
4050569195	0	0	0	0	3	10	10	1	0	4.16e-08	1	1.5348
4131653566	0	0	0	3	1	20	20	1	0	4.56e-08	1	2.9312
4153046880	0	0	0	1	2	10	10	1	0	3.96e-08	1	0.7168
4164547044	0	0	0	0	4	100	100	1	0	3.96e-08	1	4.0084
4188047416	0	0	0	0	4	10	10	1	0	4.16e-08	1	2.5648
